number,priority,short_description,severity,sys_created_on,incident_state,u_requested_by.location,u_requested_by.u_region,u_requested_by.u_country_details.name,u_requested_by.location.name,u_requested_by.city
INC4172730,2 - High,DIS - DXT - Nomogram update,3 - Low,3/22/2026 3:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172732,2 - High,DIS - HAE - Volumes update,3 - Low,3/22/2026 3:13,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172733,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 3:13,Resolved,USA - CO - Colorado Springs,AMERICAS,United States of America,USA - CO - Colorado Springs,Colorado Springs
INC4172738,2 - High,DIS - DXT - Volumes update,3 - Low,3/22/2026 3:28,Resolved,USA - LA - Lafayette,AMERICAS,United States of America,USA - LA - Lafayette,Lafayette
INC4172743,2 - High,DIS - HAE - Nomogram update,3 - Low,3/22/2026 3:32,Resolved,USA - CO - Loveland,AMERICAS,United States of America,USA - CO - Loveland,Loveland
INC4172750,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/22/2026 3:43,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172751,2 - High,DIS - HAE - Volumes update,3 - Low,3/22/2026 3:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172753,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 3:49,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172758,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 4:01,Resolved,USA - WA - Vancouver,AMERICAS,United States of America,USA - WA - Vancouver,Vancouver
INC4172763,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 4:08,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172764,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 4:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172765,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 4:11,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172768,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 4:17,Resolved,USA - WA - Pasco,AMERICAS,United States of America,USA - WA - Pasco,Pasco
INC4172769,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 4:17,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172775,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 4:28,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172786,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 4:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172787,2 - High,DIS - EOD - Plasma type update,3 - Low,3/22/2026 4:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172792,2 - High,DIS - DXT - Volumes update,3 - Low,3/22/2026 4:53,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172800,2 - High,DIS - DXT - Volumes update,3 - Low,3/22/2026 5:29,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172807,2 - High,DIS - DXT - Volumes update ,3 - Low,3/22/2026 5:39,Resolved,USA - AZ - Tucson - Auto,AMERICAS,United States of America,USA - AZ - Tucson - Auto,Tucson
INC4172809,2 - High,DIS – EOD - Disconnect PIN  ,3 - Low,3/22/2026 5:45,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172838,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 6:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172840,2 - High,DIS - EOD - Disapproved EDQ,3 - Low,3/22/2026 6:18,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172851,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/22/2026 7:06,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4172859,2 - High,\PDT-GLOBALSCAPE-CERIDIAN-EXPORT-DAILY\\010-COPY-ACTUAL-DAILY-TO-SFTP has failed,3 - Low,3/22/2026 8:45,Resolved,,AMERICAS,United States of America,,
INC4172866,2 - High,\GMSGQEHS-RISK-LAMBDA-JOBS\030-LAKE-LAMBDA-RISK-CONTROLS\\030-RUN-LAKE-LAMBDA-GMSGQEHS-RISK-CONTROLS has failed,3 - Low,3/22/2026 9:36,Resolved,,AMERICAS,United States of America,,
INC4172868,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-STABILITY\\030-RUN-LAKE-LAMBDA-CMO-SHIRE-STABILITY has failed,3 - Low,3/22/2026 9:37,Resolved,,AMERICAS,United States of America,,
INC4172878,2 - High,\GMSGQMI-CMO\\040-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-STABILITY-CHANGE-LOG-GLBL has failed,3 - Low,3/22/2026 10:24,In Progress,,AMERICAS,United States of America,,
INC4172890,2 - High,\NEW-COPY-OF-CRMD-VVA-REP-LICENSE-REPORT\02-STG-VVA-LICENSE-REPORT\\010-tf_VVA_STG_VVA_REP_LICENSE_REPORT has failed,3 - Low,3/22/2026 10:53,Resolved,,AMERICAS,United States of America,,
INC4172891,2 - High,\GMSGQMI-CMO\\040-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-ERP-CHANGE-LOG-GLBL has failed,3 - Low,3/22/2026 10:54,In Progress,,AMERICAS,United States of America,,
INC4172916,2 - High,\GMSGQMI-CMO\\050-BDM-WF-GMSGQMI-CMO-LAKE-TO-LAKE-TXN-CMO-LIMS-DATA-GLBL has failed,3 - Low,3/22/2026 11:56,In Progress,,AMERICAS,United States of America,,
INC4172924,2 - High,\GMSGQMI-GLIMS-CONNECTION\\010-GMSGQMI-GLIMS-CONNECTION-TEST has failed,3 - Low,3/22/2026 12:34,Resolved,,AMERICAS,United States of America,,
INC4172931,2 - High,\NEW-COPY-OF-HRIS1D:WORKDAY-TO-TM1\\010-GLOBALSCAPE-WORKDAY-FILE-DECRYPTION-AND-MOVE-TO-TM1 has failed,3 - Low,3/22/2026 13:50,Resolved,,AMERICAS,United States of America,,
INC4172981,2 - High,DIS - Unable to print label,3 - Low,3/22/2026 17:30,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173017,2 - High,DIS - HAE - Source Designated ,3 - Low,3/22/2026 18:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173022,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 19:11,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173024,2 - High,DIS - HAE - Data Missing,3 - Low,3/22/2026 19:13,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173054,2 - High,DIS - DXT - Nomogram update,3 - Low,3/22/2026 20:36,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173065,2 - High,DIS - DXT - Volumes update,3 - Low,3/22/2026 20:57,Resolved,USA - IA - Ames,AMERICAS,United States of America,USA - IA - Ames,Ames
INC4173070,2 - High,DIS - Physical Issue,3 - Low,3/22/2026 21:02,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173077,2 - High,DIS - EDQ Sync issue,3 - Low,3/22/2026 21:28,Resolved,USA - OK - Del City,AMERICAS,United States of America,USA - OK - Del City,Del City
INC4173079,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\MC_ACTIVITY_INTERFACE_MEDPEER_MMI_LOG_1_AM_JST\SFTP_MEDPEER_MMI_LOG_GS_IICS\\020-SFTP_GET_GS_TO_IICS_MMI2_CLICK_LOG_0100 has failed,3 - Low,3/22/2026 21:31,Resolved,,AMERICAS,United States of America,,
INC4173081,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\HOKUTO\\030-FF_LDG_HOKUTO has failed,3 - Low,3/22/2026 21:32,Resolved,,AMERICAS,United States of America,,
INC4173083,2 - High,\MDM_IDQ\08-MULTICHANNEL_IICS_TO_DWH_FILETRANSFER\03-MULTICHANNEL_IICS_TO_DWH_FILETRANSFER_MEDPEER\\020-MULTICHANNEL_FILE_RENAME_MEDPEER has failed,3 - Low,3/22/2026 21:37,Resolved,,AMERICAS,United States of America,,
INC4173085,2 - High,EDQ- unable to review,3 - Low,3/22/2026 21:41,Resolved,USA - WI - Green Bay - Finger Rd,AMERICAS,United States of America,USA - WI - Green Bay - Finger Rd,Green Bay
INC4173098,2 - High,<OTHER>\TIDAL-CHECK-US-API-EVERY-30-MIN\\010-GET-DATA-FROM-API has failed,3 - Low,3/22/2026 22:10,Resolved,,AMERICAS,United States of America,,
INC4173101,2 - High,\VEEVA_JAPAN\VEEVA_UPLOAD\MC_ACTIVITY_INTERFACE_MEDPEER_MMI_LOG_1_AM_JST\SFTP_MEDPEER_MMI_LOG_GS_IICS\\040-RENAME-SRC-FILES-MEDPEER-MMI-0100 has failed,3 - Low,3/22/2026 22:13,Resolved,,AMERICAS,United States of America,,
INC4173103,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 22:20,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173104,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/22/2026 22:20,Resolved,USA - MO - Saint Peters,AMERICAS,United States of America,USA - MO - Saint Peters,St Peters
INC4173114,2 - High,DIS - Unit Processing,3 - Low,3/22/2026 22:36,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173118,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 22:42,Resolved,USA - FL - Largo,AMERICAS,United States of America,USA - FL - Largo,Largo
INC4173121,2 - High,DIS - Unit Processing,3 - Low,3/22/2026 22:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173125,2 - High,DIS - HAE - Arm/Machine Update,3 - Low,3/22/2026 22:57,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173129,2 - High,DIS - HAE - Arm/Machine Update,3 - Low,3/22/2026 23:05,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173132,2 - High,DIS -Full unit  ,3 - Low,3/22/2026 23:16,Resolved,USA - IL - Fairview Heights,AMERICAS,United States of America,USA - IL - Fairview Heights,Fairview Heights
INC4173135,2 - High,DIS - Unit Processing,3 - Low,3/22/2026 23:28,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173146,2 - High,DIS - DXT - Plasma type update,3 - Low,3/22/2026 23:59,Resolved,USA - UT - Ogden,AMERICAS,United States of America,USA - UT - Ogden,Ogden
INC4173155,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 0:12,Resolved,USA - OK - Broken Arrow,AMERICAS,United States of America,USA - OK - Broken Arrow,Broken Arrow
INC4173159,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 0:24,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173170,2 - High,DIS - HAE - Plasma type update,3 - Low,3/23/2026 0:40,Resolved,USA - MD - Towson,AMERICAS,United States of America,USA - MD - Towson,Towson
INC4173186,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/23/2026 1:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173187,2 - High,DIS -  Unit Processing,3 - Low,3/23/2026 1:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173188,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 1:10,Resolved,USA - TX - Denton,AMERICAS,United States of America,USA - TX - Denton,Denton
INC4173201,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 1:47,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173203,2 - High,DIS - HAE - Arm update,3 - Low,3/23/2026 1:55,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173207,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/23/2026 1:58,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173208,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 1:59,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173212,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/23/2026 2:03,Resolved,USA - IN - Fort Wayne - Getz Rd,AMERICAS,United States of America,USA - IN - Fort Wayne - Getz Rd,Fort Wayne
INC4173213,2 - High,DIS - Boxing Issue,3 - Low,3/23/2026 2:03,Resolved,USA - GA - Morrow,AMERICAS,United States of America,USA - GA - Morrow,Morrow
INC4173214,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PD-NON-LOOPING-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4173215,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PRD-AG-D-DATA-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4173216,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PD-AG-D-DATA-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4173217,2 - High,\GMSGQMI-DISCOVERANT-EDB\\010-IICS-TF-GMSGQMI-DISCOVERANT-EDB-PRD-AG-R-IDS-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:05,Resolved,,AMERICAS,United States of America,,
INC4173221,2 - High,DPS - Card assignment issue,3 - Low,3/23/2026 2:08,In Progress,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173228,2 - High,DIS - HAE - Plasma Type update,3 - Low,3/23/2026 2:09,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173230,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 2:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173232,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 2:12,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173233,2 - High,JDE-AWS-C3ME-4-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/22/2026 04:42:03 PM EST,3 - Low,3/23/2026 2:12,Resolved,,AMERICAS,United States of America,,
INC4173235,2 - High,DIS - HAE - Plasma type update ,3 - Low,3/23/2026 2:14,Resolved,USA - NC - Greensboro,AMERICAS,United States of America,USA - NC - Greensboro,Greensboro
INC4173237,2 - High,JDE-AWS-C3ME-4-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/22/2026 04:49:51 PM EST,3 - Low,3/23/2026 2:20,Resolved,,AMERICAS,United States of America,,
INC4173247,2 - High,DIS-Lab Boxing Issues ,3 - Low,3/23/2026 2:24,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173249,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/23/2026 2:28,Resolved,USA - FL - Casselberry,AMERICAS,United States of America,USA - FL - Casselberry,Casselberry
INC4173250,2 - High, DIS - DXT - Plasma type update,3 - Low,3/23/2026 2:29,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173253,2 - High,JDE-AWS-C3ME-4-64BIT Agent/Adapter disconnected in USA Tidal Production at 3/22/2026 05:00:32 PM EST,3 - Low,3/23/2026 2:30,Resolved,,AMERICAS,United States of America,,
INC4173256,2 - High,\GMSGQMI-SCW\\010-IICS-TF-GMSGQMI-SCW-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:31,Resolved,,AMERICAS,United States of America,,
INC4173257,2 - High,\GMSGQMI-TECHMASS-ORDER-BOTTLENECK-RI\\010-IICS-TF-GMSGQMI-TECHMASS-ORDER-BOTTLENECK-RI-ALL-INCR-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:31,Resolved,,AMERICAS,United States of America,,
INC4173258,2 - High,\GMSGQMI-BIRDVIEW\\010-IICS-TF-GMSGQMI-BIRDVIEW-SRC-TO-RAW has failed,3 - Low,3/23/2026 2:31,New,,AMERICAS,United States of America,,
INC4173260,2 - High,DIS - HAE - Plasma type update ,3 - Low,3/23/2026 2:31,Resolved,USA - GA - Morrow,AMERICAS,United States of America,USA - GA - Morrow,Morrow
INC4173265,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 2:35,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173269,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 2:43,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173272,2 - High,DIS - DXT - Reprocess unit,3 - Low,3/23/2026 2:45,Resolved,USA - AZ - Tucson - Auto,AMERICAS,United States of America,USA - AZ - Tucson - Auto,Tucson
INC4173275,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/23/2026 2:48,Resolved,USA - FL - Casselberry,AMERICAS,United States of America,USA - FL - Casselberry,Casselberry
INC4173278,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 2:51,Resolved,USA - TX - Tyler,AMERICAS,United States of America,USA - TX - Tyler,Tyler
INC4173285,2 - High,DIS - DXT - Volumes update,3 - Low,3/23/2026 2:56,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173288,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 2:59,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173293,2 - High,DIS - DXT - Volumes update,3 - Low,3/23/2026 3:10,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173294,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 3:11,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173302,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 3:28,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173304,2 - High,\GMSGQMI-SQL-LIMS-CE\\010-IICS-TF-GMSGQMI-SQL-LIMS-CE-SRC-TO-RAW-3 has failed,3 - Low,3/23/2026 3:31,Resolved,,AMERICAS,United States of America,,
INC4173306,2 - High,\GMSGQMI-SQL-LIMS-CE\\010-IICS-TF-GMSGQMI-SQL-LIMS-CE-SRC-TO-RAW-1 has failed,3 - Low,3/23/2026 3:31,Resolved,,AMERICAS,United States of America,,
INC4173307,2 - High,\GMSGQMI-SQL-LIMS-CE\\010-IICS-TF-GMSGQMI-SQL-LIMS-CE-SRC-TO-RAW-2 has failed,3 - Low,3/23/2026 3:31,Resolved,,AMERICAS,United States of America,,
INC4173308,2 - High,DIS - EOD - Processed code update ,3 - Low,3/23/2026 3:31,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173310,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/23/2026 3:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173311,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 3:34,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173318,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 3:45,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173320,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/23/2026 3:45,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173321,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 3:49,Resolved,USA - TX - San Antonio - New Ave,AMERICAS,United States of America,USA - TX - San Antonio - New Ave,San Antonio
INC4173322,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/23/2026 3:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173325,2 - High,DIS - HAE - Volumes update ,3 - Low,3/23/2026 3:53,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173326,2 - High,DIS - EOD - Dreason update,3 - Low,3/23/2026 3:53,Resolved,USA - WI - Greenfield,AMERICAS,United States of America,USA - WI - Greenfield,Greenfield
INC4173327,2 - High,DIS - DXT - Arm/Machine Update,3 - Low,3/23/2026 3:54,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173332,2 - High,DIS - DXT - Volumes update,3 - Low,3/23/2026 3:58,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173338,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 4:09,Resolved,USA - UT - Ogden,AMERICAS,United States of America,USA - UT - Ogden,Ogden
INC4173343,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 4:18,Resolved,USA - MN - Mounds View,AMERICAS,United States of America,USA - MN - Mounds View,Mounds View
INC4173346,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/23/2026 4:27,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173348,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 4:30,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173366,2 - High,\GMSGQEHS-CAPA-DATE-DETAILS-GLOBALSCAPE-PUSH\\0101-CAPA-DATE-DETAILS-GLOBALSCAPE-PUSH has failed,3 - Low,3/23/2026 4:45,Resolved,,AMERICAS,United States of America,,
INC4173367,2 - High,\GMSGQEHS-BASE-EVENT-DETAILS-GLOBALSCAPE-PUSH\\0101-BASE-EVENT-DETAILS-GLOBALSCAPE-PUSH has failed,3 - Low,3/23/2026 4:45,Resolved,,AMERICAS,United States of America,,
INC4173369,2 - High,DIS - HAE - Plasma type update,3 - Low,3/23/2026 4:48,Resolved,USA - MO - Saint Ann,AMERICAS,United States of America,USA - MO - Saint Ann,Saint Ann
INC4173371,2 - High,DIS - DXT - Nomogram update,3 - Low,3/23/2026 4:53,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173372,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 4:58,Resolved,USA - CA - Pomona,AMERICAS,United States of America,USA - CA - Pomona,Pomona
INC4173373,2 - High,DIS - EOD - Volumes Update,3 - Low,3/23/2026 5:01,Resolved,USA - CO - Colorado Springs,AMERICAS,United States of America,USA - CO - Colorado Springs,Colorado Springs
INC4173374,2 - High,\GMSGQMI-RED4S-TJ\\010-IICS-TF-GMSGQMI-RED4S-TJ-SRC-TO-RAW-1 has failed,3 - Low,3/23/2026 5:01,Resolved,,AMERICAS,United States of America,,
INC4173375,2 - High,\GMSGQMI-RED4S-TJ\\010-IICS-TF-GMSGQMI-RED4S-TJ-SRC-TO-RAW-INCR has failed,3 - Low,3/23/2026 5:01,Resolved,,AMERICAS,United States of America,,
INC4173379,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 5:07,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173389,2 - High,DIS - EOD  - Plasma type update,3 - Low,3/23/2026 5:19,Resolved,USA - TX - Universal City,AMERICAS,United States of America,USA - TX - Universal City,Universal City
INC4173424,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/23/2026 5:32,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173438,2 - High,DIS - HAE - Arm/Machine Update ,3 - Low,3/23/2026 5:33,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173443,2 - High,DIS - DXT - Plasma type update,3 - Low,3/23/2026 5:34,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173458,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 5:35,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173491,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/23/2026 5:39,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173512,2 - High,DIS - DXT - Plasma type update ,3 - Low,3/23/2026 5:49,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173513,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 5:50,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173519,2 - High,DIS - EOD - All donors not processed,3 - Low,3/23/2026 6:00,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173528,2 - High,DIS - DXT - Plasma Type update,3 - Low,3/23/2026 6:13,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173539,2 - High,DIS - EOD - Plasma type update,3 - Low,3/23/2026 6:23,Resolved,USA - AZ - Tucson - Auto,AMERICAS,United States of America,USA - AZ - Tucson - Auto,Tucson
INC4173570,2 - High,DIS - EOD - Plasma type update ,3 - Low,3/23/2026 7:00,Resolved,PHL - Philippines Remote,ASIA,Philippines,PHL - Philippines Remote,Makati City
INC4173673,2 - High,\COM-CDP-CRM-LAKE-TO-LAKE-DELTA\\080-CDP_CRM-LAKE-TO-LAKE-CHARM-KOL-STAKEHOLDER-STG has failed,3 - Low,3/23/2026 9:05,Resolved,,AMERICAS,United States of America,,
INC4173675,2 - High,\COM-CDP-CRM-LAKE-TO-LAKE-DELTA\\110-CDP_CRM-LAKE-TO-LAKE-CHARM_KOL_TACTIC_TPI__C_STG has failed,3 - Low,3/23/2026 9:06,Resolved,,AMERICAS,United States of America,,
INC4173703,2 - High,\GMSGQEHS-RISK-LAMBDA-JOBS\030-LAKE-LAMBDA-RISK-CONTROLS\\030-RUN-LAKE-LAMBDA-GMSGQEHS-RISK-CONTROLS has failed,3 - Low,3/23/2026 9:38,Resolved,,AMERICAS,United States of America,,
INC4173706,2 - High,\GMSGQEHS-MOC-LAMBDA-JOBS\030-LAKE-LAMBDA-MOC-CAPA\\030-RUN-LAKE-LAMBDA-GMSGQEHS-MOC-CAPA has failed,3 - Low,3/23/2026 9:39,Resolved,,AMERICAS,United States of America,,
INC4173708,2 - High,\GMSGQMI-CMO-LAMBDA-JOBS\030-LAKE-LAMBDA-CMO-SHIRE-STABILITY\\030-RUN-LAKE-LAMBDA-CMO-SHIRE-STABILITY has failed,3 - Low,3/23/2026 9:39,Resolved,,AMERICAS,United States of America,,
